Animal,Parmfile,HR,Probe HR,FAR,Number of Probe Targets,Number of Targets,Number of References,Probe DI (%),DI (%),Probe RT (s),Difficulty,zprobeHR,zHR,zFAR,d prime,probe d prime,Criterion
Beartooth,Beartooth_2017_08_24_PTD_4.m,0.85,0.77,0.25,13,65,96,0.66,0.7,0.64,Easy,0.738846849,1.036433389,-0.67448975,1.71092314,1.413336599,-0.18097182
Beartooth,Beartooth_2017_08_24_PTD_5.m,0.64,0.6,0.2,15,74,122,0.71,0.67,0.68,Easy,0.253347103,0.358458793,-0.841621234,1.200080027,1.094968337,0.24158122
Beartooth,Beartooth_2017_08_25_PTD_2.m,0.89,0.92,0.37,13,62,123,0.75,0.77,0.56,A Pure Tone,1.40507156,1.22652812,-0.331853346,1.558381466,1.736924907,-0.447337387
Beartooth,Beartooth_2017_08_25_PTD_3.m,0.99,0.95,0.25,10,53,81,0.92,0.92,0.36,Easy,1.644853627,2.326347874,-0.67448975,3.000837624,2.319343377,-0.825929062
Beartooth,Beartooth_2017_08_25_PTD_4.m,0.85,0.83,0.29,12,61,102,0.79,0.8,0.29,Hard,0.954165253,1.036433389,-0.55338472,1.589818109,1.507549973,-0.241524335
Beartooth,Beartooth_2017_08_25_PTD_6.m,0.65,0.25,0.32,4,17,31,0.46,0.64,0.4,Hard,-0.67448975,0.385320466,-0.467698799,0.853019266,-0.206790951,0.041189166
Beartooth,Beartooth_2017_08_28_PTD_1.m,0.71,0.56,0.26,16,76,115,0.67,0.72,0.58,A Pure Tone,0.150969215,0.55338472,-0.643345405,1.196730125,0.794314621,0.044980343
Beartooth,Beartooth_2017_08_28_PTD_2.m,0.95,0.83,0.31,12,59,108,0.72,0.78,0.52,Easy,0.954165253,1.644853627,-0.495850347,2.140703974,1.4500156,-0.57450164
Beartooth,Beartooth_2017_08_28_PTD_4.m,0.78,0.86,0.25,14,67,105,0.81,0.77,0.47,Hard,1.080319341,0.772193214,-0.67448975,1.446682964,1.754809091,-0.048851732
Beartooth,Beartooth_2017_08_28_PTD_6.m,0.71,0.64,0.17,14,73,102,0.71,0.73,0.51,A Pure Tone,0.358458793,0.55338472,-0.954165253,1.507549973,1.312624046,0.200390267
Beartooth,Beartooth_2017_08_29_PTD_2.m,0.77,0.8,0.23,10,47,71,0.81,0.76,0.33,Easy,0.841621234,0.738846849,-0.738846849,1.477693698,1.580468083,0
Beartooth,Beartooth_2017_08_30_PTD_1.m,0.73,0.67,0.5,6,26,103,0.6,0.71,0.42,Hard,0.439913166,0.612812991,0,0.612812991,0.439913166,-0.306406496
Beartooth,Beartooth_2017_08_30_PTD_7.m,0.82,0.7,0.27,10,49,71,0.66,0.68,0.5,Easy,0.524400513,0.915365088,-0.612812991,1.528178079,1.137213504,-0.151276048
Beartooth,Beartooth_2017_08_31_PTD_1.m,0.8,0.96,0.28,14,70,108,0.84,0.76,0.65,Hard,1.750686071,0.841621234,-0.582841507,1.424462741,2.333527579,-0.129389863
Beartooth,Beartooth_2017_08_31_PTD_3.m,0.99,0.96,0.2,12,60,84,0.89,0.9,0.3,A Pure Tone,1.750686071,2.326347874,-0.841621234,3.167969108,2.592307305,-0.74236332
Beartooth,Beartooth_2017_08_31_PTD_5.m,0.96,0.96,0.25,14,70,111,0.84,0.84,0.37,Hard,1.750686071,1.750686071,-0.67448975,2.425175821,2.425175821,-0.538098161
Beartooth,Beartooth_2017_08_31_PTD_6.m,0.91,0.95,0.29,11,58,95,0.87,0.74,0.32,Easy,1.644853627,1.340755034,-0.55338472,1.894139753,2.198238347,-0.393685157
Beartooth,Beartooth_2017_08_31_PTD_8.m,0.98,0.96,0.39,12,56,169,0.85,0.84,0.42,Hard,1.750686071,2.053748911,-0.279319034,2.333067945,2.030005106,-0.887214938
Beartooth,Beartooth_2017_08_31_PTD_10.m,0.95,0.93,0.26,15,73,128,0.84,0.82,0.35,A Pure Tone,1.475791028,1.644853627,-0.643345405,2.288199032,2.119136434,-0.500754111
Beartooth,Beartooth_2017_08_31_PTD_11.m,0.66,0.62,0.27,13,65,98,0.63,0.61,0.53,Easy,0.305480788,0.412463129,-0.612812991,1.02527612,0.918293779,0.100174931
Beartooth,Beartooth_2017_09_01_PTD_2.m,0.99,0.95,0.28,10,53,74,0.83,0.83,0.42,Easy,1.644853627,2.326347874,-0.582841507,2.909189381,2.227695134,-0.871753183
Beartooth,Beartooth_2017_09_01_PTD_3.m,0.8,0.93,0.22,14,69,86,0.83,0.77,0.36,Hard,1.475791028,0.841621234,-0.772193214,1.613814448,2.247984242,-0.03471401
Beartooth,Beartooth_2017_09_01_PTD_4.m,0.88,0.79,0.17,14,69,92,0.76,0.8,0.45,A Pure Tone,0.806421247,1.174986792,-0.954165253,2.129152045,1.7605865,-0.110410769
Beartooth,Beartooth_2017_09_04_PTD_2.m,0.79,0.57,0.29,14,70,133,0.64,0.72,0.2,A Pure Tone,0.176374165,0.806421247,-0.55338472,1.359805967,0.729758884,-0.126518264
Beartooth,Beartooth_2017_09_04_PTD_4.m,0.9,0.93,0.3,14,71,135,0.83,0.78,0.39,Easy,1.475791028,1.281551566,-0.524400513,1.805952078,2.000191541,-0.378575526
Beartooth,Beartooth_2017_09_04_PTD_5.m,0.87,0.92,0.26,12,62,86,0.85,0.84,0.38,Hard,1.40507156,1.126391129,-0.643345405,1.769736534,2.048416966,-0.241522862
Beartooth,Beartooth_2017_09_05_PTD_1.m,0.67,0.56,0.26,16,81,121,0.68,0.66,0.31,Easy,0.150969215,0.439913166,-0.643345405,1.083258571,0.794314621,0.10171612
Beartooth,Beartooth_2017_09_05_PTD_2.m,0.69,0.71,0.29,17,83,156,0.73,0.75,0.33,Hard,0.55338472,0.495850347,-0.55338472,1.049235067,1.106769439,0.028767186
Beartooth,Beartooth_2017_09_05_PTD_3.m,0.93,0.67,0.21,12,59,81,0.69,0.79,0.59,A Pure Tone,0.439913166,1.475791028,-0.806421247,2.282212275,1.246334413,-0.334684891
Beartooth,Beartooth_2017_09_05_PTD_5.m,0.67,0.67,0.13,15,78,92,0.71,0.66,0.55,Easy,0.439913166,0.439913166,-1.126391129,1.566304295,1.566304295,0.343238982
Beartooth,Beartooth_2017_09_06_PTD_3.m,0.9,0.92,0.36,12,58,127,0.76,0.79,0.41,Hard,1.40507156,1.281551566,-0.358458793,1.640010359,1.763530354,-0.461546386
Beartooth,Beartooth_2017_09_06_PTD_4.m,0.96,0.82,0.33,11,56,107,0.78,0.84,0.25,Easy,0.915365088,1.750686071,-0.439913166,2.190599237,1.355278254,-0.655386453
Beartooth,Beartooth_2017_09_06_PTD_6.m,0.88,0.92,0.28,13,64,100,0.78,0.76,0.46,A Pure Tone,1.40507156,1.174986792,-0.582841507,1.757828299,1.987913068,-0.296072642
Beartooth,Beartooth_2017_09_07_PTD_2.m,0.63,0.75,0.26,16,82,142,0.7,0.71,0.48,Hard,0.67448975,0.331853346,-0.643345405,0.975198752,1.317835156,0.155746029
Beartooth,Beartooth_2017_09_07_PTD_3.m,0.8,0.57,0.22,14,69,103,0.64,0.72,0.56,A Pure Tone,0.176374165,0.841621234,-0.772193214,1.613814448,0.948567379,-0.03471401
Beartooth,Beartooth_2017_09_07_PTD_4.m,0.53,0.47,0.19,15,79,110,0.55,0.56,0.63,Easy,-0.075269862,0.075269862,-0.877896295,0.953166157,0.802626433,0.401313216
Beartooth,Beartooth_2017_09_08_PTD_2.m,0.96,0.82,0.38,11,56,126,0.71,0.79,0.3,A Pure Tone,0.915365088,1.750686071,-0.305480788,2.056166859,1.220845876,-0.722602642
Beartooth,Beartooth_2017_09_08_PTD_3.m,0.96,0.96,0.33,12,57,108,0.81,0.79,0.3,Easy,1.750686071,1.750686071,-0.439913166,2.190599237,2.190599237,-0.655386453
Beartooth,Beartooth_2017_09_08_PTD_5.m,0.9,0.92,0.25,12,61,101,0.81,0.84,0.4,Hard,1.40507156,1.281551566,-0.67448975,1.956041316,2.079561311,-0.303530908
Beartooth,Beartooth_2017_09_11_PTD_2.m,0.89,0.91,0.27,22,104,171,0.82,0.82,0.52,Easy,1.340755034,1.22652812,-0.612812991,1.839341111,1.953568025,-0.306857565
Beartooth,Beartooth_2017_09_11_PTD_4.m,0.88,0.96,0.13,12,65,87,0.91,0.86,0.34,Hard,1.750686071,1.174986792,-1.126391129,2.301377921,2.8770772,-0.024297832
Beartooth,Beartooth_2017_09_11_PTD_5.m,0.98,0.95,0.19,11,57,81,0.89,0.89,0.46,A Pure Tone,1.644853627,2.053748911,-0.877896295,2.931645206,2.522749922,-0.587926308
Beartooth,Beartooth_2017_09_11_PTD_6.m,0.57,0.33,0.09,12,60,66,0.52,0.64,0.39,Easy,-0.439913166,0.176374165,-1.340755034,1.517129198,0.900841868,0.582190434
Beartooth,Beartooth_2017_09_12_PTD_3.m,0.79,0.83,0.26,6,28,43,0.71,0.73,0.49,Hard,0.954165253,0.806421247,-0.643345405,1.449766652,1.597510659,-0.081537921
Beartooth,Beartooth_2017_09_12_PTD_4.m,0.98,0.91,0.31,11,56,118,0.79,0.85,0.38,A Pure Tone,1.340755034,2.053748911,-0.495850347,2.549599258,1.836605381,-0.778949282
Beartooth,Beartooth_2017_09_12_PTD_6.m,0.77,0.87,0.24,15,74,112,0.76,0.68,0.59,Easy,1.126391129,0.738846849,-0.706302563,1.445149412,1.832693692,-0.016272143
Beartooth,Beartooth_2017_09_13_PTD_3.m,0.87,0.96,0.37,14,69,174,0.83,0.79,0.39,Hard,1.750686071,1.126391129,-0.331853346,1.458244475,2.082539418,-0.397268891
Beartooth,Beartooth_2017_09_13_PTD_4.m,0.87,0.83,0.32,12,61,126,0.74,0.72,0.41,Easy,0.954165253,1.126391129,-0.467698799,1.594089928,1.421864052,-0.329346165
Beartooth,Beartooth_2017_09_13_PTD_5.m,0.85,0.85,0.3,13,67,107,0.73,0.74,0.55,A Pure Tone,1.036433389,1.036433389,-0.524400513,1.560833902,1.560833902,-0.256016438
Beartooth,Beartooth_2017_09_14_PTD_3.m,0.65,0.38,0.21,16,81,108,0.7,0.7,0.7,Easy,-0.305480788,0.385320466,-0.806421247,1.191741713,0.500940459,0.21055039
Beartooth,Beartooth_2017_09_14_PTD_4.m,0.81,0.93,0.29,14,68,126,0.83,0.78,0.31,Hard,1.475791028,0.877896295,-0.55338472,1.431281015,2.029175748,-0.162255788
Beartooth,Beartooth_2017_09_14_PTD_6.m,0.77,0.57,0.24,14,71,110,0.58,0.67,0.65,A Pure Tone,0.176374165,0.738846849,-0.706302563,1.445149412,0.882676728,-0.016272143
Beartooth,Beartooth_2017_09_15_PTD_3.m,0.97,0.92,0.34,12,58,122,0.73,0.75,0.61,Easy,1.40507156,1.880793608,-0.412463129,2.293256738,1.81753469,-0.734165239
Beartooth,Beartooth_2017_09_15_PTD_4.m,0.73,0.86,0.28,14,71,116,0.79,0.74,0.6,Hard,1.080319341,0.612812991,-0.582841507,1.195654498,1.663160848,-0.014985742
Beartooth,Beartooth_2017_09_15_PTD_6.m,0.73,0.73,0.23,15,74,112,0.68,0.67,0.67,A Pure Tone,0.612812991,0.612812991,-0.738846849,1.35165984,1.35165984,0.063016929
Beartooth,Beartooth_2017_09_18_PTD_3.m,0.87,0.96,0.23,13,63,88,0.88,0.84,0.41,Hard,1.750686071,1.126391129,-0.738846849,1.865237978,2.48953292,-0.19377214
Beartooth,Beartooth_2017_09_18_PTD_4.m,0.93,0.96,0.24,12,58,107,0.85,0.84,0.56,A Pure Tone,1.750686071,1.475791028,-0.706302563,2.182093591,2.456988634,-0.384744233
Beartooth,Beartooth_2017_09_18_PTD_5.m,0.96,0.95,0.16,11,54,82,0.89,0.86,0.5,Easy,1.644853627,1.750686071,-0.994457883,2.745143954,2.63931151,-0.378114094
Beartooth,Beartooth_2017_09_20_PTD_1.m,0.86,0.77,0.35,13,64,124,0.73,0.75,0.21,A Pure Tone,0.738846849,1.080319341,-0.385320466,1.465639807,1.124167316,-0.347499437
Beartooth,Beartooth_2017_09_20_PTD_2.m,0.99,0.95,0.35,11,54,125,0.89,0.9,0.33,Hard,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Beartooth,Beartooth_2017_09_20_PTD_4.m,0.76,0.71,0.26,14,72,111,0.72,0.71,0.43,Easy,0.55338472,0.706302563,-0.643345405,1.349647968,1.196730125,-0.031478579
Beartooth,Beartooth_2017_09_21_PTD_2.m,0.98,0.91,0.33,11,58,104,0.83,0.82,0.31,Easy,1.340755034,2.053748911,-0.439913166,2.493662076,1.780668199,-0.806917872
Beartooth,Beartooth_2017_09_21_PTD_3.m,0.98,0.91,0.24,11,56,92,0.85,0.85,0.4,A Pure Tone,1.340755034,2.053748911,-0.706302563,2.760051473,2.047057597,-0.673723174
Beartooth,Beartooth_2017_09_21_PTD_4.m,0.78,0.96,0.2,14,73,119,0.92,0.8,0.37,Hard,1.750686071,0.772193214,-0.841621234,1.613814448,2.592307305,0.03471401
Beartooth,Beartooth_2017_09_21_PTD_6.m,0.57,0.5,0.19,10,54,74,0.58,0.57,0.39,Easy,0,0.176374165,-0.877896295,1.05427046,0.877896295,0.350761065
Beartooth,Beartooth_2017_09_22_PTD_2.m,0.74,0.83,0.28,12,58,114,0.76,0.74,0.69,Hard,0.954165253,0.643345405,-0.582841507,1.226186913,1.53700676,-0.030251949
Beartooth,Beartooth_2017_09_22_PTD_4.m,0.96,0.96,0.26,12,57,130,0.91,0.88,0.38,Easy,1.750686071,1.750686071,-0.643345405,2.394031477,2.394031477,-0.553670333
Beartooth,Beartooth_2017_09_22_PTD_5.m,0.97,0.92,0.23,6,30,56,0.88,0.87,0.52,A Pure Tone,1.40507156,1.880793608,-0.738846849,2.619640457,2.143918409,-0.570973379
Beartooth,Beartooth_2017_09_25_PTD_3.m,0.92,0.75,0.27,12,64,96,0.7,0.79,0.43,A Pure Tone,0.67448975,1.40507156,-0.612812991,2.017884551,1.287302741,-0.396129285
Beartooth,Beartooth_2017_09_25_PTD_4.m,0.89,0.96,0.22,13,63,98,0.91,0.81,0.42,Easy,1.750686071,1.22652812,-0.772193214,1.998721334,2.522879285,-0.227167453
Beartooth,Beartooth_2017_09_25_PTD_5.m,0.81,0.87,0.16,15,73,91,0.83,0.81,0.47,Hard,1.126391129,0.877896295,-0.994457883,1.872354178,2.120849012,0.058280794
Beartooth,Beartooth_2017_09_25_PTD_6.m,0.75,0.64,0.2,11,55,91,0.68,0.74,0.43,Easy,0.358458793,0.67448975,-0.841621234,1.516110984,1.200080027,0.083565742
Beartooth,Beartooth_2017_09_27_PTD_2.m,0.9,0.79,0.26,14,70,143,0.82,0.83,0.4,A Pure Tone,0.806421247,1.281551566,-0.643345405,1.924896971,1.449766652,-0.31910308
Beartooth,Beartooth_2017_09_27_PTD_4.m,0.71,0.79,0.25,14,75,125,0.78,0.75,0.46,Hard,0.806421247,0.55338472,-0.67448975,1.22787447,1.480910997,0.060552515
Beartooth,Beartooth_2017_09_27_PTD_5.m,0.59,0.7,0.28,10,49,87,0.66,0.62,0.59,Easy,0.524400513,0.227544977,-0.582841507,0.810386484,1.10724202,0.177648265
Beartooth,Beartooth_2017_09_28_PTD_2.m,0.93,0.95,0.44,11,57,188,0.81,0.72,0.28,Easy,1.644853627,1.475791028,-0.150969215,1.626760244,1.795822842,-0.662410906
Beartooth,Beartooth_2017_09_28_PTD_4.m,0.53,0.55,0.17,20,102,127,0.62,0.64,0.55,Hard,0.125661347,0.075269862,-0.954165253,1.029435115,1.0798266,0.439447696
Beartooth,Beartooth_2017_09_28_PTD_5.m,0.38,0.36,0.19,11,55,83,0.51,0.53,0.49,A Pure Tone,-0.358458793,-0.305480788,-0.877896295,0.572415507,0.519437502,0.591688542
Beartooth,Beartooth_2017_09_29_PTD_2.m,0.71,0.9,0.32,10,51,90,0.72,0.71,0.76,Hard,1.281551566,0.55338472,-0.467698799,1.021083519,1.749250365,-0.04284296
Beartooth,Beartooth_2017_09_29_PTD_3.m,0.97,0.86,0.34,14,66,153,0.78,0.8,0.44,Easy,1.080319341,1.880793608,-0.412463129,2.293256738,1.49278247,-0.734165239
Beartooth,Beartooth_2017_09_29_PTD_4.m,0.99,0.96,0.21,14,72,98,0.92,0.91,0.33,A Pure Tone,1.750686071,2.326347874,-0.806421247,3.132769121,2.557107318,-0.759963314
Beartooth,Beartooth_2017_10_02_PTD_3.m,0.99,0.95,0.37,10,55,127,0.82,0.8,0.31,Easy,1.644853627,2.326347874,-0.331853346,2.65820122,1.976706973,-0.997247264
Beartooth,Beartooth_2017_10_02_PTD_4.m,0.82,0.93,0.3,14,67,118,0.81,0.75,0.31,Hard,1.475791028,0.915365088,-0.524400513,1.439765601,2.000191541,-0.195482288
Beartooth,Beartooth_2017_10_02_PTD_5.m,0.76,0.57,0.34,7,34,61,0.56,0.64,0.42,A Pure Tone,0.176374165,0.706302563,-0.412463129,1.118765692,0.588837294,-0.146919717
Beartooth,Beartooth_2017_10_03_PTD_1.m,0.99,0.95,0.39,11,55,142,0.81,0.81,0.29,A Pure Tone,1.644853627,2.326347874,-0.279319034,2.605666908,1.924172661,-1.02351442
Beartooth,Beartooth_2017_10_03_PTD_3.m,0.93,0.96,0.36,12,61,138,0.84,0.83,0.27,Hard,1.750686071,1.475791028,-0.358458793,1.834249821,2.109144865,-0.558666117
Beartooth,Beartooth_2017_10_03_PTD_4.m,0.95,0.96,0.32,12,61,109,0.8,0.77,0.34,Easy,1.750686071,1.644853627,-0.467698799,2.112552426,2.21838487,-0.588577414
Beartooth,Beartooth_2017_10_04_PTD_2.m,0.99,0.94,0.45,8,39,117,0.87,0.86,0.2,Easy,1.554773595,2.326347874,-0.125661347,2.452009221,1.680434941,-1.100343264
Beartooth,Beartooth_2017_10_04_PTD_3.m,0.99,0.95,0.31,11,53,94,0.9,0.91,0.24,A Pure Tone,1.644853627,2.326347874,-0.495850347,2.822198221,2.140703974,-0.915248763
Beartooth,Beartooth_2017_10_04_PTD_5.m,0.93,0.95,0.28,11,57,89,0.86,0.83,0.34,Hard,1.644853627,1.475791028,-0.582841507,2.058632535,2.227695134,-0.44647476
Beartooth,Beartooth_2017_10_05_PTD_1.m,0.71,0.5,0.42,2,14,38,0.51,0.62,0.21,Easy,0,0.55338472,-0.201893479,0.755278199,0.201893479,-0.17574562
Beartooth,Beartooth_2017_10_05_PTD_2.m,0.99,0.93,0.44,7,37,101,0.8,0.82,0.24,Hard,1.475791028,2.326347874,-0.150969215,2.47731709,1.626760244,-1.087689329
Beartooth,Beartooth_2017_10_05_PTD_4.m,0.99,0.95,0.29,11,54,85,0.88,0.87,0.29,A Pure Tone,1.644853627,2.326347874,-0.55338472,2.879732594,2.198238347,-0.886481577
Beartooth,Beartooth_2017_10_05_PTD_5.m,0.99,0.93,0.32,7,34,56,0.91,0.88,0.23,Easy,1.475791028,2.326347874,-0.467698799,2.794046673,1.943489827,-0.929324537
Beartooth,Beartooth_2017_10_06_PTD_1.m,0.64,0.6,0.12,5,22,32,0.8,0.71,0.12,Easy,0.253347103,0.358458793,-1.174986792,1.533445585,1.428333895,0.408263999
Beartooth,Beartooth_2017_10_06_PTD_2.m,0.75,0.62,0.15,8,40,48,0.65,0.72,0.65,A Pure Tone,0.305480788,0.67448975,-1.036433389,1.71092314,1.341914178,0.18097182
Beartooth,BRT003f06_a_PTD.m,0.74,0.71,0.16,7,35,49,0.75,0.77,0.42,A Pure Tone,0.55338472,0.643345405,-0.994457883,1.637803289,1.547842603,0.175556239
Beartooth,Beartooth_2017_10_06_PTD_3.m,0.94,0.96,0.21,12,65,97,0.9,0.87,0.44,Easy,1.750686071,1.554773595,-0.806421247,2.361194842,2.557107318,-0.374176174
Beartooth,Beartooth_2017_10_06_PTD_4.m,0.8,0.93,0.22,14,69,98,0.82,0.74,0.42,Hard,1.475791028,0.841621234,-0.772193214,1.613814448,2.247984242,-0.03471401
Beartooth,Beartooth_2017_10_09_PTD_2.m,0.99,0.93,0.48,7,36,120,0.85,0.85,0.21,A Pure Tone,1.475791028,2.326347874,-0.050153583,2.376501458,1.525944612,-1.138097145
Beartooth,Beartooth_2017_10_09_PTD_4.m,0.99,0.95,0.35,10,53,113,0.88,0.87,0.33,Easy,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Beartooth,Beartooth_2017_10_09_PTD_5.m,0.97,0.96,0.27,12,60,98,0.91,0.9,0.4,Hard,1.750686071,1.880793608,-0.612812991,2.493606599,2.363499062,-0.633990309
Beartooth,Beartooth_2017_10_09_PTD_6.m,0.98,0.95,0.18,11,55,74,0.96,0.95,0.51,A Pure Tone,1.644853627,2.053748911,-0.915365088,2.969113998,2.560218715,-0.569191911
Beartooth,Beartooth_2017_10_10_PTD_1.m,0.68,0.67,0.28,6,25,43,0.67,0.58,0.59,Easy,0.439913166,0.467698799,-0.582841507,1.050540306,1.022754673,0.057571354
Beartooth,Beartooth_2017_10_10_PTD_2.m,0.51,0.29,0.11,7,37,44,0.54,0.68,0.75,Easy,-0.55338472,0.025068908,-1.22652812,1.251597028,0.6731434,0.600729606
Beartooth,Beartooth_2017_10_10_PTD_3.m,0.78,0.56,0.34,9,50,98,0.57,0.72,0.26,Hard,0.150969215,0.772193214,-0.412463129,1.184656344,0.563432345,-0.179865042
Beartooth,Beartooth_2017_10_10_PTD_4.m,0.98,0.92,0.15,13,65,78,0.86,0.89,0.57,A Pure Tone,1.40507156,2.053748911,-1.036433389,3.0901823,2.44150495,-0.508657761
Beartooth,Beartooth_2017_10_11_PTD_2.m,0.99,0.94,0.45,8,36,109,0.83,0.82,0.17,Hard,1.554773595,2.326347874,-0.125661347,2.452009221,1.680434941,-1.100343264
Beartooth,Beartooth_2017_10_11_PTD_3.m,0.99,0.96,0.36,12,58,119,0.9,0.91,0.21,Easy,1.750686071,2.326347874,-0.358458793,2.684806667,2.109144865,-0.98394454
Beartooth,Beartooth_2017_10_11_PTD_4.m,0.94,0.83,0.28,12,64,107,0.77,0.82,0.34,A Pure Tone,0.954165253,1.554773595,-0.582841507,2.137615102,1.53700676,-0.485966044
Beartooth,BRT005c06_a_PTD.m,0.76,0.79,0.28,14,70,125,0.74,0.73,0.75,Easy,0.806421247,0.706302563,-0.582841507,1.28914407,1.389262754,-0.061730528
Beartooth,BRT005c08_a_PTD.m,0.8,0.79,0.25,14,66,93,0.71,0.77,0.67,Hard,0.806421247,0.841621234,-0.67448975,1.516110984,1.480910997,-0.083565742
Beartooth,BRT005c09_a_PTD.m,0.88,0.83,0.22,12,57,82,0.74,0.77,0.66,A Pure Tone,0.954165253,1.174986792,-0.772193214,1.947180006,1.726358467,-0.201396789
Beartooth,BRT005e04_a_PTD.m,0.38,0.33,0.29,3,13,28,0.52,0.53,0.04,A Pure Tone,-0.439913166,-0.305480788,-0.55338472,0.247903931,0.113471554,0.429432754
Beartooth,Beartooth_2017_10_13_PTD_2.m,0.78,0.57,0.2,14,67,83,0.61,0.68,0.68,A Pure Tone,0.176374165,0.772193214,-0.841621234,1.613814448,1.017995398,0.03471401
Beartooth,Beartooth_2017_10_13_PTD_3.m,0.98,0.95,0.42,11,53,163,0.82,0.81,0.29,Easy,1.644853627,2.053748911,-0.201893479,2.25564239,1.846747106,-0.925927716
Beartooth,Beartooth_2017_10_13_PTD_5.m,0.99,0.95,0.33,10,53,113,0.84,0.83,0.31,Hard,1.644853627,2.326347874,-0.439913166,2.76626104,2.084766793,-0.943217354
Beartooth,BRT006b05_a_PTD.m,0.91,0.75,0.31,12,58,94,0.73,0.79,0.58,A Pure Tone,0.67448975,1.340755034,-0.495850347,1.836605381,1.170340098,-0.422452343
Beartooth,BRT006b07_a_PTD.m,0.75,0.93,0.25,14,69,117,0.82,0.77,0.33,Hard,1.475791028,0.67448975,-0.67448975,1.3489795,2.150280778,0
Beartooth,BRT006d05_a_PTD.m,0.93,0.96,0.28,12,60,93,0.83,0.76,0.37,Easy,1.750686071,1.475791028,-0.582841507,2.058632535,2.333527579,-0.44647476
Beartooth,BRT006d07_a_PTD.m,0.77,0.8,0.29,5,26,42,0.84,0.8,0.34,A Pure Tone,0.841621234,0.738846849,-0.55338472,1.292231569,1.395005953,-0.092731065
Beartooth,Beartooth_2017_10_17_PTD_1.m,0.86,0.75,0.53,4,21,68,0.57,0.69,0.3,Easy,0.67448975,1.080319341,0.075269862,1.005049479,0.599219888,-0.577794601
Beartooth,Beartooth_2017_10_17_PTD_2.m,0.99,0.95,0.38,10,55,112,0.84,0.85,0.33,Hard,1.644853627,2.326347874,-0.305480788,2.631828662,1.950334415,-1.010433543
Beartooth,Beartooth_2017_10_17_PTD_3.m,0.87,0.79,0.3,14,67,122,0.73,0.76,0.29,A Pure Tone,0.806421247,1.126391129,-0.524400513,1.650791642,1.33082176,-0.300995308
Beartooth,BRT007c05_a_PTD.m,0.55,0.42,0.25,12,58,77,0.56,0.63,0.52,Easy,-0.201893479,0.125661347,-0.67448975,0.800151097,0.472596271,0.274414202
Beartooth,BRT007c07_a_PTD.m,0.96,0.91,0.32,11,55,110,0.78,0.8,0.33,A Pure Tone,1.340755034,1.750686071,-0.467698799,2.21838487,1.808453833,-0.641493636
Beartooth,BRT007c10_a_PTD.m,0.87,0.96,0.29,12,62,114,0.84,0.78,0.42,Hard,1.750686071,1.126391129,-0.55338472,1.679775849,2.304070791,-0.286503205
Beartooth,BRT007c12_a_PTD.m,0.8,0.79,0.2,14,69,84,0.78,0.71,0.64,Easy,0.806421247,0.841621234,-0.841621234,1.683242467,1.648042481,-1.11022E-16
Beartooth,Beartooth_2017_10_19_PTD_2.m,0.98,0.95,0.34,11,56,110,0.83,0.84,0.44,A Pure Tone,1.644853627,2.053748911,-0.412463129,2.46621204,2.057316756,-0.820642891
Beartooth,Beartooth_2017_10_19_PTD_3.m,0.99,0.96,0.22,12,58,86,0.83,0.86,0.42,Easy,1.750686071,2.326347874,-0.772193214,3.098541088,2.522879285,-0.77707733
Beartooth,Beartooth_2017_10_19_PTD_4.m,0.93,0.95,0.36,11,58,115,0.81,0.77,0.34,Hard,1.644853627,1.475791028,-0.358458793,1.834249821,2.00331242,-0.558666117
Beartooth,BRT008d04_a_PTD.m,0.86,0.95,0.15,11,64,74,0.91,0.79,0.58,Easy,1.644853627,1.080319341,-1.036433389,2.11675273,2.681287016,-0.021942976
Beartooth,BRT008d06_a_PTD.m,0.93,0.91,0.29,11,59,118,0.79,0.82,0.42,Hard,1.340755034,1.475791028,-0.55338472,2.029175748,1.894139753,-0.461203154
Beartooth,BRT008d08_a_PTD.m,0.93,0.96,0.19,12,57,83,0.91,0.87,0.48,A Pure Tone,1.750686071,1.475791028,-0.877896295,2.353687323,2.628582366,-0.298947367
Beartooth,BRT008e05_a_PTD.m,0.95,0.91,0.33,11,56,114,0.7,0.74,0.52,A Pure Tone,1.340755034,1.644853627,-0.439913166,2.084766793,1.780668199,-0.602470231
Beartooth,BRT009a04_a_PTD.m,0.62,0.93,0.29,7,34,51,0.9,0.75,0.48,Hard,1.475791028,0.305480788,-0.55338472,0.858865508,2.029175748,0.123951966
Beartooth,BRT009c04_a_PTD.m,0.98,0.95,0.4,11,55,139,0.83,0.81,0.44,A Pure Tone,1.644853627,2.053748911,-0.253347103,2.307096014,1.89820073,-0.900200904
Beartooth,BRT009c06_a_PTD.m,0.89,0.94,0.35,8,37,80,0.86,0.75,0.32,Easy,1.554773595,1.22652812,-0.385320466,1.611848586,1.940094061,-0.420603827
Beartooth,BRT009d06_a_PTD.m,0.89,0.96,0.13,13,61,86,0.94,0.82,0.43,Easy,1.750686071,1.22652812,-1.126391129,2.352919249,2.8770772,-0.050068495
Beartooth,Beartooth_2017_10_24_PTD_3.m,0.96,0.92,0.55,6,28,99,0.85,0.81,0.21,Easy,1.40507156,1.750686071,0.125661347,1.625024724,1.279410213,-0.938173709
